"x","y","group"
438,552.7,"control"
414.5,562.1,"control"
432.7,553.8,"control"
399.2,651,"control"
429,514.5,"control"
428.6,516.3,"control"
427.8,530.5,"control"
433.9,575.8,"control"
420.6,567.4,"control"
429.3,566.4,"control"
426.8,576.7,"control"
430.3,575.6,"control"
430,562.7,"control"
426,525.7,"control"
417.1,562.4,"control"
412.2,549.6,"control"
382.6,560.8,"control"
420.6,565.9,"control"
423.3,543,"control"
426,558.8,"control"
410.8,551.7,"control"
427.2,562.7,"control"
429.2,513.1,"control"
431.1,568.7,"control"
437.6,556.3,"control"
428.3,523.8,"control"
421.1,565.1,"control"
425.2,550.1,"control"
409.6,552.9,"control"
428.3,522.3,"control"
420,560.6,"control"
427.8,513.3,"control"
436.5,565.8,"control"
424.4,528,"control"
399.2,539.3,"control"
436.5,565.3,"control"
420.8,564.3,"control"
436.2,556.2,"control"
426.3,603.9,"control"
404.8,516.6,"control"
395.7,588.9,"control"
432.7,570.1,"control"
425.3,559.3,"control"
429.9,556.6,"control"
435.8,556.8,"control"
436.2,553.9,"control"
423.1,571.9,"control"
426.5,564.2,"control"
443,549.1,"control"
423.6,564.7,"control"
439.7,557.1,"control"
427.9,571,"control"
420.6,527.7,"control"
426.4,587.4,"control"
428.9,514.3,"control"
425.6,554.3,"control"
416.7,535.5,"control"
440.1,557,"control"
430.4,516.5,"control"
417.4,554.4,"control"
415.6,569.3,"control"
426.5,604.5,"control"
429.8,552.8,"control"
416.5,547.2,"control"
420.4,560.2,"control"
438.4,555.1,"control"
428,524.4,"control"
425,568.2,"control"
426.5,604.5,"control"
418.3,535.3,"control"
417.9,562.2,"control"
420.2,561.1,"control"
429.9,556.9,"control"
431.8,570.9,"control"
435.5,547.4,"control"
429.8,562.8,"control"
419.3,612.3,"control"
430.9,582.1,"control"
411.7,554.2,"control"
420.2,560.1,"control"
434.7,570.3,"control"
420.3,529.1,"control"
437.2,558.9,"control"
435.7,556.1,"control"
422.9,570.8,"control"
435.3,547.4,"control"
420.5,561.2,"control"
435.1,572.5,"control"
389.9,565.3,"control"
440.3,556.2,"control"
422.7,528,"control"
435.2,559.2,"control"
426.5,544.4,"control"
424.4,562.5,"control"
424.9,619.9,"control"
430.8,568.1,"control"
424.8,564.3,"control"
433.2,563.6,"control"
439.5,557.5,"control"
406.9,611.8,"control"
442.8,541.6,"control"
429.4,514.8,"control"
423.4,543.2,"control"
416.6,523,"control"
423.1,562.1,"control"
432.5,564.8,"control"
426.8,576.8,"control"
433.8,550.4,"control"
413.6,556.3,"control"
434.6,570.5,"control"
439.6,556.9,"control"
421.4,550.8,"control"
434,564.2,"control"
419,541.5,"control"
411.9,558.7,"control"
438.1,558.9,"control"
385.3,572.8,"control"
420.5,553,"control"
432.9,552.6,"control"
440.1,558.3,"control"
409.4,552.2,"control"
427.2,555.1,"control"
434.1,563.3,"control"
397.5,563.3,"control"
431.9,556.2,"control"
427.4,555.6,"control"
415.2,564.2,"control"
437.2,555.5,"control"
381,557,"control"
436.8,566.1,"control"
425.2,533.6,"control"
437.8,558.9,"control"
423.4,572.6,"control"
445.9,539.4,"control"
420.9,585.2,"control"
423.5,530,"control"
411.8,557.6,"control"
429.2,532.3,"control"
435.3,547.6,"control"
419.2,566.5,"control"
442.8,541.3,"control"
422.9,561.5,"control"
437.6,557.3,"control"
422,564.7,"control"
403.1,602.1,"control"
437.4,565,"control"
442.3,540.7,"control"
419.7,553.3,"control"
419.8,552.2,"control"
430.4,556,"control"
436.6,513.4,"control"
